Campus,Code,Name,Credits,Areas of Knowledge,Prerequisites
Seattle,ARCH 321,Introduction to Structures II,3,,ARCH 320
Seattle,ARCH 322,Introduction to Structures III,3,,ARCH 321
Seattle,ARCH 323,Structures I,3,,
Seattle,ARCH 324,Structures II,3,,ARCH 323
Seattle,ARCH 331,Energy and Building,,NW,
Seattle,ARCH 332,Making and Materials,,VLPA,
Seattle,ARCH 350,Architecture of the Ancient World,,VLPA,
Seattle,ARCH 351,"Romanesque, Gothic, and Renaissance Architecture",,VLPA,
Seattle,ARCH 352,History of Modern Architecture,,VLPA,
Seattle,ARCH 360,Introduction to Architectural Theory,3,,
Seattle,ARCH 361,Architecture Colloquium,5,,
Seattle,ARCH 362,Architecture and Theory,,,
Seattle,ARCH 380,Computers in Architecture,3,,
Seattle,ARCH 400,Architectural Design IV,6,,ARCH 302
Seattle,ARCH 401,Architectural Design V,6,,ARCH 400
Seattle,ARCH 402,Architectural Design VI,6,,ARCH 401
Seattle,ARCH 403,Architectural Problems,6,,
Seattle,ARCH 404,Integrated Design/Build Studio,6,,
Seattle,ARCH 410,Introduction to Architectural Photography,,VLPA,
Seattle,ARCH 413,Architectural Photography Projects,3,,ARCH 410
Seattle,ARCH 415,Architectural Sketching,3,,
Seattle,ARCH 418,Watercolor Drawing,3,,
Seattle,ARCH 425,Life Cycle Assessment and Architecture,3,,
Seattle,ARCH 426,Structural Unit Masonry,3,,"CEE 377,CEE 455"
Seattle,ARCH 430,Materials and Processes,3,,
Seattle,ARCH 431,Environmental Control Principles,3,,
Seattle,ARCH 434,Color and Light,3,,
Seattle,ARCH 435,Principles and Practices of Environmental Lighting,3,,"ARCH 331,ARCH 431"
Seattle,ARCH 436,Building Acoustics,3,NW,
Seattle,ARCH 439,Architectural Lighting Design,3,,ARCH 435
Seattle,ARCH 441,Visions of the Japanese House,3,,
Seattle,ARCH 442,Africa and Middle East Seminar,3,VLPA,
Seattle,ARCH 445,South Asian Architecture I,3,VLPA,
Seattle,ARCH 446,South Asian Architecture II,3,VLPA,
Seattle,ARCH 452,History of Architecture in Seattle and Environs,3,I&S,
Seattle,ARCH 453,Japanese Architecture,3,VLPA,
Seattle,ARCH 455,American Architecture,3,,
Seattle,ARCH 457,Twentieth-Century Architecture,3,VLPA,
Seattle,ARCH 458,Paris: Architecture and Urbanism,,"I&S,VLPA",
Seattle,ARCH 459,Architecture Since 1945,3,VLPA,
Seattle,ARCH 460,Design Theory and Analysis,3,"I&S,VLPA",
Seattle,ARCH 462,Spatial Composition in Architecture,3,,
Seattle,ARCH 466,Gender and Architecture,3,"I&S,VLPA",
Seattle,ARCH 468,Architecture Capstone Preparation,3,,
Seattle,ARCH 469,Architecture Capstone,6,,
Seattle,ARCH 475,Residential Architectural Practice,3,,
Seattle,ARCH 478,CAD and Working Drawings,4,,"ARCH 380,CM 313"
Seattle,ARCH 481,3D Modeling and Rendering,3,,ARCH 380
Seattle,ARCH 482,Web Weaving,3,VLPA,
Seattle,ARCH 483,Design of Virtual Environments,3,,
Seattle,ARCH 484,Design Computing Seminar,3,,
Seattle,ARCH 486,Algorithmic Geometry in Architectural Design,3,,
Seattle,ARCH 487,Fundamentals of Building Information Modeling,3,,
Seattle,ARCH 489,Simulation Based Design,3,,
Seattle,ARCH 490,Architectural Studies Abroad - Special Topics,,,
Seattle,ARCH 491,Architectural Studies Abroad - Representation,,VLPA,
Seattle,ARCH 494,Architectural Studies Abroad - Culture,,VLPA,
Seattle,ARCH 495,Architectural Studies Abroad - History and Theory,,"I&S,VLPA",
Seattle,ARCH 496,Architectural Studies Abroad - Urban Fieldwork,,,
Seattle,ARCH 497,Architectural Studies Abroad - International Practice,,,
Seattle,ARCH 498,Special Projects,,,
Seattle,ARCH 499,Undergraduate Research,,,
Seattle,ARCH 500,Architectural Design Studio I,6,,
Seattle,ARCH 501,Architectural Design Studio II,6,,
Seattle,ARCH 502,Architectural Design Studio III,6,,
Seattle,ARCH 503,Architectural Design Studio Options,6,,ARCH 502
Seattle,ARCH 504,Architectural Design Studio Options,6,,ARCH 502
Seattle,ARCH 506,Advanced Architectural Studies,6,,
Seattle,ARCH 521,Structural System Design,3,,
Seattle,ARCH 525,Life Cycle Assessment and Architecture,3,,
Seattle,ARCH 526,Topics in High Performance Buildings,3,,
Seattle,ARCH 527,Introduction to Digital Design and Fabrication,3,,
Seattle,ARCH 528,Digital Design for Fabrication and Construction,3,,
Seattle,ARCH 529,Advanced Digital Projects,3,,"ARCH 527,ARCH 528"
Seattle,ARCH 530,Integrated Building Systems,3,,
Seattle,ARCH 531,Active Control Systems for Building Operation,3,NW,"ARCH 331,ARCH 431"
Seattle,ARCH 532,Construction Materials and Assemblies II,3,,"ARCH 332,CM 313"
Seattle,ARCH 533,Advanced Environmental Systems,3,,
Seattle,ARCH 534,Green Technology,3,,
Seattle,ARCH 535,Daylighting Design Seminar,3,,
Seattle,ARCH 536,Designing With Living Systems,3,,
Seattle,ARCH 537,Traditional Building Methods: New Adaptations,3,,
Seattle,ARCH 538,Building Reuse Seminar: Investigating the Value of Existing Buildings,3,,
Seattle,ARCH 541,Visions of the Japanese House,3,,
Seattle,ARCH 556,The Arts and Crafts Movement and Its Legacies,3,,
Seattle,ARCH 558,Seminar in Twentieth-Century Architecture,,,ART H 591
Seattle,ARCH 559,American Utilitarian Architecture,3,,
Seattle,ARCH 560,Seminar on Architectural Theories,3,,
Seattle,ARCH 561,Urban Design Theory,3,,URBDP 479
Seattle,ARCH 563,Seminar in Architecture and Cultural Theory,3,,
Seattle,ARCH 564,Environmental Design and Well-Being,3,,
Seattle,ARCH 567,Qualitative Research Methods,3,,
Seattle,ARCH 570,Design Development,3,,
Seattle,ARCH 571,Professional Practice,,,
Seattle,ARCH 574,Design and Construction Law,3,,
Seattle,ARCH 578,Case Studies in Contemporary Architectural Practice,3,,
Seattle,ARCH 579,Technical Issues in Preservation Design,3,,
Seattle,ARCH 581,Advanced Rendering,3,,
Seattle,ARCH 582,Computational Lighting Design,3,,
Seattle,ARCH 587,Theory of Design Computing,3,,
Seattle,ARCH 588,Research Practice,3,,
Seattle,ARCH 590,Urban and Preservation Issues in Design,3,,
Seattle,ARCH 591,Architecture and Landscape,3,,
Seattle,ARCH 595,Thesis Research and Preparation,4,,
Seattle,ARCH 596,Fieldwork in Professional Practice,,,
Seattle,ARCH 597,Research Practicum,5,,
Seattle,ARCH 598,Special Topics for Graduate Students,,,
Seattle,ARCH 599,Independent Thesis Research and Preparation,4,,
Seattle,ARCH 600,Independent Study or Research,,,
Seattle,ARCH 700,Master's Thesis,,,
Seattle,ARCHY 101,Exploring Archaeology,5,I&S,
Seattle,ARCHY 105,The Human Past,5,I&S,
Seattle,ARCHY 109,Archaeology in Film,5,I&S,
Seattle,ARCHY 205,Principles of Archaeology,5,I&S,
Seattle,ARCHY 212,The Archeaology of Egypt,5,I&S,
Seattle,ARCHY 269,Special Topics in Archaeology,,I&S,
Seattle,ARCHY 270,Field Course in Archaeology,12,I&S,
Seattle,ARCHY 272,Short Field Course in Archaeology,5,"I&S,NW",
Seattle,ARCHY 299,Archaeological Laboratory Techniques,,I&S,"ARCHY 105,ARCHY 205"
Seattle,ARCHY 303,Archaeology of Africa and Eurasia,5,I&S,ARCHY 205
Seattle,ARCHY 304,Archaeology of the Americas,5,I&S,ARCHY 205
Seattle,ARCHY 309,Archaeology of Mainland Southeast Asia,5,I&S,ARCHY 205
Seattle,ARCHY 319,Archaeology of Australia,5,I&S,ARCHY 205
Seattle,ARCHY 320,Archaeology of the Northwest Coast,5,I&S,
Seattle,ARCHY 325,Archaeology of Island Southeast Asia and the Pacific,5,I&S,ARCHY 205
Seattle,ARCHY 345,Global Ethnoarchaeology,5,I&S,
Seattle,ARCHY 369,Special Problems in Archaeology,,I&S,
Seattle,ARCHY 372,Archaeological Field Recording Techniques,5,I&S,
Seattle,ARCHY 373,Principles of Archaeological Field Recording,3,I&S,
Seattle,ARCHY 377,Archaeology of the Arctic,5,I&S,ARCHY 205
Seattle,ARCHY 378,Prehistory of the Arid West,5,I&S,
Seattle,ARCHY 403,The Archaeology of Landscapes,5,"I&S,NW",
Seattle,ARCHY 465,Public Archaeology,5,I&S,ARCHY 205
Seattle,ARCHY 466,Archaeology Honors Thesis,,I&S,
Seattle,ARCHY 467,"Research Ethics in Archaeology: Conservation, Accountability, and Stewardship",5,I&S,
Seattle,ARCHY 469,Special Studies in Archaeology,,I&S,ARCHY 205
Seattle,ARCHY 470,The Archaeology of Extinction,5,"I&S,NW",
Seattle,ARCHY 472,Historical Archaeology,5,I&S,"ARCH 473,ARCHY 205"
Seattle,ARCHY 473,Historical Archaeology Laboratory,3,I&S,"ARCHY 205,ARCHY 472"
Seattle,ARCHY 480,Advanced Archaeological Analysis: Ceramics,6,I&S,ARCHY 205
Seattle,ARCHY 481,Zooarchaeology,6,"I&S,NW",
Seattle,ARCHY 482,Geoarchaeology,3,I&S,ARCHY 205
Seattle,ARCHY 483,Analyses of Stone Artifacts,6,I&S,ARCHY 205
Seattle,ARCHY 484,Archaeological GIS,5,I&S,
Seattle,ARCHY 486,Geoarchaeology Laboratory,3,I&S,"ARCHY 205,ARCHY 482"
Seattle,ARCHY 489,Archaeology Practicum,,I&S,
Seattle,ARCHY 490,Museum Curation Practicum: Archaeology,,,
Seattle,ARCHY 495,Quantitative Archaeological Analytic Techniques,5,I&S,ARCHY 205
Seattle,ARCHY 499,Undergraduate Research,,,
Seattle,ARCHY 508,Histories of Archaeological Theory and Practice,5,,
Seattle,ARCHY 509,Archaeology and Explanation,5,,
Seattle,ARCHY 520,Principles of Archaeological Theory,5,,
Seattle,ARCHY 525,Archaeology of Island Southeast Asia and the Pacific,5,,
Seattle,ARCHY 530,Prehistory of the Northwest Coast,5,,
Seattle,ARCHY 560,Seminar in Archaeological Methods,5,,
Seattle,ARCHY 561,Dating Methods in Archaeology,6,,
Seattle,ARCHY 570,Seminar in Archaeological Theory,,,
Seattle,ARCHY 573,Indigenous Archaeology,5,,
Seattle,ARCHY 574,Meta-Archaeology: Philosophy and Archaeology,,,
Seattle,ARCHY 575,Archaeological Field Research Design,6,,
Seattle,ARCHY 576,Designing Grant Proposals,5,,
Seattle,ARCHY 579,Approaches to the Material World,5,,
Seattle,ARCHY 599,Teaching Archaeology,,,
Seattle,ARCHY 600,Independent Study or Research,,,
Seattle,ARCHY 601,Internship,,,
Seattle,ARCTIC 101,Elementary Inuktitut: Inuit Language,3,,
Seattle,ARCTIC 102,Elementary Inuktitut (Inuit Language),3,,
Seattle,ARCTIC 200,Indigenous Diplomacies and International Relations in the Arctic,3,I&S,
Seattle,ARCTIC 387,Study Abroad: Arctic Studies,,,
Seattle,ARCTIC 391,"Climate Change - An International Perspective: Science, Art, and Activism",5,"I&S,VLPA",
Seattle,ARCTIC 400,Integrating Policy and Science in Arctic Studies,3,"I&S,NW",
Seattle,ARCTIC 401,Current Issues Concerning the Arctic Region,3,I&S,
Seattle,ARCTIC 498,Special Topics in Arctic Studies,,,
Seattle,ART 101,Visual Art and Creative Thinking,5,VLPA,
Seattle,ART 131,Alternative Approaches to Art and Design,5,VLPA,
Seattle,ART 140,Basic Photography,5,VLPA,
Seattle,ART 190,Introduction to Drawing,5,VLPA,
Seattle,ART 191,Color Studies Studio,5,VLPA,
Seattle,ART 233,Introduction to 3D4M: Glass,5,VLPA,
Seattle,ART 240,Intermediate Photomedia I,5,VLPA,ART 140
Seattle,ART 241,Intermediate Photomedia II,5,VLPA,ART 240
Seattle,ART 242,Intermediate Photomedia III,5,VLPA,ART 241
Seattle,ART 245,Concepts in Printmaking,5,VLPA,
Seattle,ART 246,Works on Paper/Monotype,5,VLPA,
Seattle,ART 253,Introduction to 3D4M: Ceramics,5,VLPA,
Seattle,ART 260,Introduction to Contemporary Art for Inderdisciplinary Practice,5,VLPA,
Seattle,ART 272,Introduction to 3D4M: Sculpture,5,VLPA,
Seattle,ART 273,Introduction to 3D4M: Wood and Metal,5,VLPA,
Seattle,ART 280,"Media, Time, and Technology Arts",5,VLPA,
Seattle,ART 290,Beginning Drawing: The Figure,5,VLPA,ART 190
Seattle,ART 292,Beginning Painting,5,VLPA,ART 190
Seattle,ART 332,Intermediate Sculpture,5,VLPA,ART 273
Seattle,ART 333,New Materials and Processes in Glass,5,VLPA,ART 233
Seattle,ART 339,Photography,5,VLPA,
Seattle,ART 340,Advanced Photomedia,5,VLPA,ART 242
Seattle,ART 345,Intermediate Printmaking,5,VLPA,
Seattle,ART 350,Printmaking Special Projects,5,VLPA,
Seattle,ART 351,Furniture Design and Making,5,VLPA,
Seattle,ART 352,Furniture Design and Production,5,VLPA,
Seattle,ART 353,Intermediate Ceramic Art,5,VLPA,ART 253
Seattle,ART 355,Materials in Context for Interdisciplinary Practice,5,VLPA,
Seattle,ART 360,Topics in Studio Art and Practice,5,VLPA,
Seattle,ART 361,Critical Issues in Contemporary Art,5,VLPA,
Seattle,ART 365,Social Practice,5,VLPA,
Seattle,ART 390,Intermediate Drawing,5,VLPA,ART 290
Seattle,ART 392,Intermediate Painting,5,VLPA,ART 292
Seattle,ART 393,Intermediate Painting Topics,5,VLPA,ART 392
Seattle,ART 395,The Creative Process: Strategies and Outcomes,5,VLPA,
Seattle,ART 400,Interdisciplinary Visual Arts Senior Studio,5,VLPA,
Seattle,ART 421,Video Art,5,VLPA,
Seattle,ART 440,Senior Thesis in Photomedia,5,VLPA,ART 340
Seattle,ART 450,Individual Projects in Printmaking,5,VLPA,
Seattle,ART 453,3D4M Senior Studio,5,,"ART 332,ART 353"
Seattle,ART 457,Artist Handmade Books,5,VLPA,
Seattle,ART 458,Alternative Approaches to Drawing,5,VLPA,
Seattle,ART 490,Advanced Drawing,5,VLPA,ART 390
Seattle,ART 492,Advanced Painting: The Figure,5,VLPA,"ART 390,ART 393"
Seattle,ART 494,Senior Seminar in Painting and Drawing,5,VLPA,ART 492
Seattle,ART 496,Art Internship,,,
Seattle,ART 497,Study Abroad-Studio Individual Projects,,VLPA,
Seattle,ART 498,Individual Projects - Art,,,
Seattle,ART 499,Independent Study in Glass,,,
Seattle,ART 501,Graduate Student Teaching Mentorship,,,
Seattle,ART 512,Graduate Seminar,3,,
Seattle,ART 515,Graduate Studio Photomedia,,,
Seattle,ART 550,Printmaking,,,
Seattle,ART 553,3D4M Grad Studio,,,
Seattle,ART 590,Interdisciplinary Graduate Seminar in Contemporary Practices,5,,
Seattle,ART 591,Graduate Studio: Drawing,5,,
Seattle,ART 592,Graduate Studio: Painting,,,
Seattle,ART 594,Graduate Seminar in Painting and Drawing,,,
Seattle,ART 595,Master of Fine Arts Research Project,,,
Seattle,ART 600,Independent Study or Research,,,
Seattle,ART 700,Master's Thesis,,,
Seattle,ART H 201,Survey of Western Art-Ancient,5,VLPA,
Seattle,ART H 202,Survey of Western Art-Medieval and Renaissance,5,VLPA,
Seattle,ART H 203,Survey of Western Art-Modern,5,VLPA,
Seattle,ART H 205,Survey of Tribal Art,5,"I&S,VLPA",
Seattle,ART H 206,Survey of Native-North American Art,5,"I&S,VLPA",
Seattle,ART H 209,Themes and Topics in Art History,5,VLPA,
Seattle,ART H 212,Chinese Art and Visual Culture,5,"I&S,VLPA",
Seattle,ART H 214,Art of India: Mohenjo-Daro to the Mughals,5,"I&S,VLPA",
Seattle,ART H 215,The Arts of Japan: A Visual and Cultural History,5,VLPA,
Seattle,ART H 230,The African-American Tradition: A Transatlantic View of Art and Culture,5,"I&S,VLPA",
Seattle,ART H 233,Survey of Native Art of the Pacific Northwest Coast,5,"I&S,VLPA",
Seattle,ART H 250,Rome,5,"I&S,VLPA",
Seattle,ART H 260,"Fashion, Nation, and Culture",5,"I&S,VLPA",
Seattle,ART H 261,Italian Cities,5,VLPA,
Seattle,ART H 270,Art/Identity Politics: Issues of Representations in Contemporary Art,5,VLPA,
Seattle,ART H 272,French Impressionism & Post Impressionism,5,"I&S,VLPA",
Seattle,ART H 290,History of Architecture,5,"I&S,VLPA",
Seattle,ART H 309,Topics in Art History,5,VLPA,
Seattle,ART H 310,Chinese Art and Archaeology Neolithic to Han Dynasty,5,"I&S,VLPA",
Seattle,ART H 311,Arts of Imperial China,5,"I&S,VLPA",
Seattle,ART H 312,"Art and Empire in India, 1750-1900",5,VLPA,
Seattle,ART H 314,Modern and Contemporary Art in India,5,VLPA,
Seattle,ART H 315,Buddhist Art and Material Culture of East Asia,5,VLPA,
Seattle,ART H 318,Japanese Prints 1600-Present,5,VLPA,
Seattle,ART H 337,African Art and Society,5,"I&S,VLPA",
Seattle,ART H 340,Pre-Classical Art and Archaeology,3,VLPA,
Seattle,ART H 341,Greek Art and Archaeology,3,VLPA,
Seattle,ART H 342,Roman Art and Archaeology,3,VLPA,
Seattle,ART H 343,Hellenistic Art and Archaeology,3,VLPA,
Seattle,ART H 347,Pompeii: A Time Capsule of Ancient Life,5,"DIV,I&S,VLPA",
Seattle,ART H 351,Early Medieval and Byzantine Art,5,"I&S,VLPA",
Seattle,ART H 352,High and Late Medieval Art,5,"I&S,VLPA",
Seattle,ART H 361,Italian Renaissance Art,5,VLPA,
Seattle,ART H 366,Northern Renaissance Art,5,VLPA,
Seattle,ART H 373,Southern Baroque Art,5,VLPA,
Seattle,ART H 374,Northern Baroque Art,5,VLPA,
Seattle,ART H 380,Nineteenth- And Twentieth-Century Art,5,VLPA,
Seattle,ART H 381,Art Since World War II,5,"I&S,VLPA",
Seattle,ART H 382,Theory and Practice of Art Criticism,5,VLPA,
Seattle,ART H 384,American Art,5,"I&S,VLPA",
Seattle,ART H 397,Art in Rome: Augustus to Mussolini,10,VLPA,
Seattle,ART H 399,Study Abroad: Art History Individual Projects,,VLPA,
Seattle,ART H 400,ART History and Criticism,,VLPA,
Seattle,ART H 412,Art History and the Study of Chinese Bronzes,5,"I&S,VLPA",
Seattle,ART H 413,Selected Topics in Chinese Art,5,VLPA,
Seattle,ART H 414,Topics in South Asian Art,5,"I&S,VLPA",
Seattle,ART H 419,Japanese Architecture,3,VLPA,
Seattle,ART H 420,Art of the Japanese Print,3,VLPA,
Seattle,ART H 421,Topics in Art and Visual Cultures: Japan,5,"I&S,VLPA",
Seattle,ART H 433,Northern Northwest Coast Native-American Art: Methodologies in Stylistic Analysis,5,VLPA,
Seattle,ART H 434,Native-American Art and Ceremony of the Southern and Central Northwest Coast,3,"I&S,VLPA",
Seattle,ART H 435,Thematic Studies in Native-American Art,5,"I&S,VLPA",
Seattle,ART H 442,Greek Painting,3,VLPA,
Seattle,ART H 443,Roman Painting,3,VLPA,
Seattle,ART H 444,Greek and Roman Sculpture,3,VLPA,
Seattle,ART H 446,Greek Architecture,3,VLPA,
Seattle,ART H 447,The Archaeology of Early Italy,3,VLPA,
Seattle,ART H 448,The Archaeology of Italy,3,VLPA,
Seattle,ART H 451,Topics in Early Christian and Byzantine Art and Architecture,3,VLPA,
Seattle,ART H 452,"Art, Religion, and Politics in the Early Christian Period, 300-700 AD",3,"I&S,VLPA",
Seattle,ART H 453,"Art, Religion, and Politics in Byzantium, 700-1453 AD",3,"I&S,VLPA",
Seattle,ART H 461,Gender and Sexuality in Classical Art and Archeology,3,"DIV,I&S,VLPA",
Seattle,ART H 471,Rome in the Seventeenth Century,5,VLPA,
Seattle,ART H 473,Topics in Baroque Art,5,VLPA,
Seattle,ART H 479,Representations of the Other in 19th Century Art,5,VLPA,
Seattle,ART H 480,"Art Museums: History, Theory, Practice",5,VLPA,
Seattle,ART H 483,Post-Impressionism to 1918,5,VLPA,
Seattle,ART H 484,Topics in Modern Art,5,VLPA,
Seattle,ART H 486,Abstract Expressionism: History and Myth,5,VLPA,
Seattle,ART H 488,American Architecture,3,,
Seattle,ART H 491,Twentieth-Century Architecture,3,VLPA,
Seattle,ART H 492,Alternative Art Forms Since 1960,5,VLPA,
Seattle,ART H 493,Architecture Since 1945,3,VLPA,
Seattle,ART H 494,Paris: Architecture and Urbanism,,"I&S,VLPA",
Seattle,ART H 495,Italian Fascism: Architecture and Power,5,"I&S,VLPA",
Seattle,ART H 497,Special Topics in Art in Rome,5,VLPA,
Seattle,ART H 498,"Individual Projects, Undergraduate Practicum",,,
Seattle,ART H 499,Individual Projects,,,
Seattle,ART H 500,Methods of Art History,5,,
Seattle,ART H 501,Seminar in the General Field of Art,5,,
Seattle,ART H 504,Methods of Art History: Faculty Research,2,,
Seattle,ART H 509,Seminar in Special Topics in Art History,5,,
Seattle,ART H 511,Seminar in Chinese Art,5,,
Seattle,ART H 514,Seminar in South Asian Art,5,"I&S,VLPA",
Seattle,ART H 515,Seminar in Japanese Art,5,,
Seattle,ART H 520,Topics in Tribal Art,5,,
Seattle,ART H 521,Topics in Asian Art,5,,
Seattle,ART H 522,"Topics in Ancient, Classical, and Medieval Art",5,,
Seattle,ART H 523,Topics in Italian and Northern Renaissance Art,5,,
Seattle,ART H 524,Topics in Baroque and Eighteenth Century Western Art,5,,
Seattle,ART H 525,Topics in Modern and Contemporary Art and Architecture,5,,
Seattle,ART H 531,Seminar in Tribal Art,5,,
Seattle,ART H 533,Seminar in North American Native Art,5,,
Seattle,ART H 541,Seminar in Greek and Roman Art,5,,
Seattle,ART H 551,"Seminar in Early Christian, Byzantine, and/or Medieval Art and Architecture",5,,
Seattle,ART H 561,Seminar in Italian Renaissance Art,5,,
Seattle,ART H 577,Seminar in Baroque Art,5,,
Seattle,ART H 581,Seminar in Modern Art,5,,
Seattle,ART H 590,Seminar in Criticism of Contemporary Art,5,,
Seattle,ART H 591,Seminar in Twentieth-Century Architecture,,,ARCH 558
Seattle,ART H 597,Graduate Internship,,,
Seattle,ART H 598,Master's Practicum,,,
Seattle,ART H 599,Reading and Writing Projects,2,,
Seattle,ART H 600,Independent Study or Research,,,
Seattle,ART H 700,Master's Thesis,,,
Seattle,ART H 800,Doctoral Dissertation,,,
Seattle,ASIAN 200,Introduction to Asian Languages and Literature,5,VLPA,
Seattle,ASIAN 201,Literature and Culture of China: Ancient and Classical,5,"I&S,VLPA",
